Measure;Time;val
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-24;4
Ongoing intensive care treatment periods;2020-07-24;0
Ongoing treatment periods at specialised medical care wards;2020-07-25;
Ongoing treatment periods primary health care wards;2020-07-25;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-25;4
Ongoing intensive care treatment periods;2020-07-25;0
Ongoing treatment periods at specialised medical care wards;2020-07-26;
Ongoing treatment periods primary health care wards;2020-07-26;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-26;4
Ongoing intensive care treatment periods;2020-07-26;0
Ongoing treatment periods at specialised medical care wards;2020-07-27;
Ongoing treatment periods primary health care wards;2020-07-27;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-27;4
Ongoing intensive care treatment periods;2020-07-27;0
Ongoing treatment periods at specialised medical care wards;2020-07-28;
Ongoing treatment periods primary health care wards;2020-07-28;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-28;4
Ongoing intensive care treatment periods;2020-07-28;0
Ongoing treatment periods at specialised medical care wards;2020-07-29;
Ongoing treatment periods primary health care wards;2020-07-29;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-29;4
Ongoing intensive care treatment periods;2020-07-29;0
Ongoing treatment periods at specialised medical care wards;2020-07-30;
Ongoing treatment periods primary health care wards;2020-07-30;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-30;4
Ongoing intensive care treatment periods;2020-07-30;0
Ongoing treatment periods at specialised medical care wards;2020-07-31;
Ongoing treatment periods primary health care wards;2020-07-31;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-31;7
Ongoing intensive care treatment periods;2020-07-31;0
Ongoing treatment periods at specialised medical care wards;2020-08-01;
Ongoing treatment periods primary health care wards;2020-08-01;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-01;7
Ongoing intensive care treatment periods;2020-08-01;0
Ongoing treatment periods at specialised medical care wards;2020-08-02;
Ongoing treatment periods primary health care wards;2020-08-02;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-02;7
Ongoing intensive care treatment periods;2020-08-02;0
Ongoing treatment periods at specialised medical care wards;2020-08-03;
Ongoing treatment periods primary health care wards;2020-08-03;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-03;9
Ongoing intensive care treatment periods;2020-08-03;0
Ongoing treatment periods at specialised medical care wards;2020-08-04;
Ongoing treatment periods primary health care wards;2020-08-04;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-04;5
Ongoing intensive care treatment periods;2020-08-04;1
Ongoing treatment periods at specialised medical care wards;2020-08-05;
Ongoing treatment periods primary health care wards;2020-08-05;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-05;5
Ongoing intensive care treatment periods;2020-08-05;0
Ongoing treatment periods at specialised medical care wards;2020-08-06;
Ongoing treatment periods primary health care wards;2020-08-06;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-06;5
Ongoing intensive care treatment periods;2020-08-06;0
Ongoing treatment periods at specialised medical care wards;2020-08-07;
Ongoing treatment periods primary health care wards;2020-08-07;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-07;2
Ongoing intensive care treatment periods;2020-08-07;0
Ongoing treatment periods at specialised medical care wards;2020-08-08;
Ongoing treatment periods primary health care wards;2020-08-08;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-08;2
Ongoing intensive care treatment periods;2020-08-08;0
Ongoing treatment periods at specialised medical care wards;2020-08-09;
Ongoing treatment periods primary health care wards;2020-08-09;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-09;2
Ongoing intensive care treatment periods;2020-08-09;0
Ongoing treatment periods at specialised medical care wards;2020-08-10;
Ongoing treatment periods primary health care wards;2020-08-10;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-10;3
Ongoing intensive care treatment periods;2020-08-10;0
Ongoing treatment periods at specialised medical care wards;2020-08-11;
Ongoing treatment periods primary health care wards;2020-08-11;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-11;3
Ongoing intensive care treatment periods;2020-08-11;0
Ongoing treatment periods at specialised medical care wards;2020-08-12;
Ongoing treatment periods primary health care wards;2020-08-12;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-12;3
Ongoing intensive care treatment periods;2020-08-12;0
Ongoing treatment periods at specialised medical care wards;2020-08-13;
Ongoing treatment periods primary health care wards;2020-08-13;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-13;3
Ongoing intensive care treatment periods;2020-08-13;0
Ongoing treatment periods at specialised medical care wards;2020-08-14;
Ongoing treatment periods primary health care wards;2020-08-14;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-14;3
Ongoing intensive care treatment periods;2020-08-14;0
Ongoing treatment periods at specialised medical care wards;2020-08-15;
Ongoing treatment periods primary health care wards;2020-08-15;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-15;3
Ongoing intensive care treatment periods;2020-08-15;0
Ongoing treatment periods at specialised medical care wards;2020-08-16;
Ongoing treatment periods primary health care wards;2020-08-16;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-16;3
Ongoing intensive care treatment periods;2020-08-16;0
Ongoing treatment periods at specialised medical care wards;2020-08-17;
Ongoing treatment periods primary health care wards;2020-08-17;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-17;3
Ongoing intensive care treatment periods;2020-08-17;0
Ongoing treatment periods at specialised medical care wards;2020-08-18;
Ongoing treatment periods primary health care wards;2020-08-18;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-18;3
Ongoing intensive care treatment periods;2020-08-18;0
Ongoing treatment periods at specialised medical care wards;2020-08-19;
Ongoing treatment periods primary health care wards;2020-08-19;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-19;5
Ongoing intensive care treatment periods;2020-08-19;0
Ongoing treatment periods at specialised medical care wards;2020-08-20;
Ongoing treatment periods primary health care wards;2020-08-20;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-20;5
Ongoing intensive care treatment periods;2020-08-20;0
Ongoing treatment periods at specialised medical care wards;2020-08-21;
Ongoing treatment periods primary health care wards;2020-08-21;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-21;6
Ongoing intensive care treatment periods;2020-08-21;0
Ongoing treatment periods at specialised medical care wards;2020-08-22;
Ongoing treatment periods primary health care wards;2020-08-22;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-22;6
Ongoing intensive care treatment periods;2020-08-22;0
Ongoing treatment periods at specialised medical care wards;2020-08-23;
Ongoing treatment periods primary health care wards;2020-08-23;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-23;6
Ongoing intensive care treatment periods;2020-08-23;0
Ongoing treatment periods at specialised medical care wards;2020-08-24;
Ongoing treatment periods primary health care wards;2020-08-24;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-24;6
Ongoing intensive care treatment periods;2020-08-24;0
Ongoing treatment periods at specialised medical care wards;2020-08-25;
Ongoing treatment periods primary health care wards;2020-08-25;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-25;7
Ongoing intensive care treatment periods;2020-08-25;0
Ongoing treatment periods at specialised medical care wards;2020-08-26;
Ongoing treatment periods primary health care wards;2020-08-26;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-26;2
Ongoing intensive care treatment periods;2020-08-26;0
Ongoing treatment periods at specialised medical care wards;2020-08-27;
Ongoing treatment periods primary health care wards;2020-08-27;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-27;2
Ongoing intensive care treatment periods;2020-08-27;0
Ongoing treatment periods at specialised medical care wards;2020-08-28;
Ongoing treatment periods primary health care wards;2020-08-28;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-28;6
Ongoing intensive care treatment periods;2020-08-28;0
Ongoing treatment periods at specialised medical care wards;2020-08-29;
Ongoing treatment periods primary health care wards;2020-08-29;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-29;6
Ongoing intensive care treatment periods;2020-08-29;0
Ongoing treatment periods at specialised medical care wards;2020-08-30;
Ongoing treatment periods primary health care wards;2020-08-30;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-30;6
Ongoing intensive care treatment periods;2020-08-30;0
Ongoing treatment periods at specialised medical care wards;2020-08-31;
Ongoing treatment periods primary health care wards;2020-08-31;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-31;4
Ongoing intensive care treatment periods;2020-08-31;0
Ongoing treatment periods at specialised medical care wards;2020-09-01;
Ongoing treatment periods primary health care wards;2020-09-01;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-01;4
Ongoing intensive care treatment periods;2020-09-01;0
Ongoing treatment periods at specialised medical care wards;2020-09-02;
Ongoing treatment periods primary health care wards;2020-09-02;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-02;4
Ongoing intensive care treatment periods;2020-09-02;0
Ongoing treatment periods at specialised medical care wards;2020-09-03;
Ongoing treatment periods primary health care wards;2020-09-03;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-03;4
Ongoing intensive care treatment periods;2020-09-03;0
Ongoing treatment periods at specialised medical care wards;2020-09-04;
Ongoing treatment periods primary health care wards;2020-09-04;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-04;11
Ongoing intensive care treatment periods;2020-09-04;0
Ongoing treatment periods at specialised medical care wards;2020-09-05;
Ongoing treatment periods primary health care wards;2020-09-05;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-05;11
Ongoing intensive care treatment periods;2020-09-05;0
Ongoing treatment periods at specialised medical care wards;2020-09-06;
Ongoing treatment periods primary health care wards;2020-09-06;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-06;11
Ongoing intensive care treatment periods;2020-09-06;0
Ongoing treatment periods at specialised medical care wards;2020-09-07;
Ongoing treatment periods primary health care wards;2020-09-07;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-07;14
Ongoing intensive care treatment periods;2020-09-07;0
Ongoing treatment periods at specialised medical care wards;2020-09-08;
Ongoing treatment periods primary health care wards;2020-09-08;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-08;14
