Measure;Time;val
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-24;4
Ongoing intensive care treatment periods;2020-07-24;0
Ongoing treatment periods at specialised medical care wards;2020-07-25;
Ongoing treatment periods primary health care wards;2020-07-25;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-25;4
Ongoing intensive care treatment periods;2020-07-25;0
Ongoing treatment periods at specialised medical care wards;2020-07-26;
Ongoing treatment periods primary health care wards;2020-07-26;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-26;4
Ongoing intensive care treatment periods;2020-07-26;0
Ongoing treatment periods at specialised medical care wards;2020-07-27;
Ongoing treatment periods primary health care wards;2020-07-27;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-27;5
Ongoing intensive care treatment periods;2020-07-27;0
Ongoing treatment periods at specialised medical care wards;2020-07-28;
Ongoing treatment periods primary health care wards;2020-07-28;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-28;5
Ongoing intensive care treatment periods;2020-07-28;0
Ongoing treatment periods at specialised medical care wards;2020-07-29;
Ongoing treatment periods primary health care wards;2020-07-29;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-29;4
Ongoing intensive care treatment periods;2020-07-29;0
Ongoing treatment periods at specialised medical care wards;2020-07-30;
Ongoing treatment periods primary health care wards;2020-07-30;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-30;4
Ongoing intensive care treatment periods;2020-07-30;0
Ongoing treatment periods at specialised medical care wards;2020-07-31;
Ongoing treatment periods primary health care wards;2020-07-31;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-07-31;8
Ongoing intensive care treatment periods;2020-07-31;0
Ongoing treatment periods at specialised medical care wards;2020-08-01;
Ongoing treatment periods primary health care wards;2020-08-01;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-01;8
Ongoing intensive care treatment periods;2020-08-01;0
Ongoing treatment periods at specialised medical care wards;2020-08-02;
Ongoing treatment periods primary health care wards;2020-08-02;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-02;8
Ongoing intensive care treatment periods;2020-08-02;0
Ongoing treatment periods at specialised medical care wards;2020-08-03;
Ongoing treatment periods primary health care wards;2020-08-03;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-03;9
Ongoing intensive care treatment periods;2020-08-03;0
Ongoing treatment periods at specialised medical care wards;2020-08-04;
Ongoing treatment periods primary health care wards;2020-08-04;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-04;5
Ongoing intensive care treatment periods;2020-08-04;1
Ongoing treatment periods at specialised medical care wards;2020-08-05;
Ongoing treatment periods primary health care wards;2020-08-05;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-05;6
Ongoing intensive care treatment periods;2020-08-05;0
Ongoing treatment periods at specialised medical care wards;2020-08-06;
Ongoing treatment periods primary health care wards;2020-08-06;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-06;6
Ongoing intensive care treatment periods;2020-08-06;0
Ongoing treatment periods at specialised medical care wards;2020-08-07;
Ongoing treatment periods primary health care wards;2020-08-07;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-07;3
Ongoing intensive care treatment periods;2020-08-07;0
Ongoing treatment periods at specialised medical care wards;2020-08-08;
Ongoing treatment periods primary health care wards;2020-08-08;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-08;3
Ongoing intensive care treatment periods;2020-08-08;0
Ongoing treatment periods at specialised medical care wards;2020-08-09;
Ongoing treatment periods primary health care wards;2020-08-09;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-09;3
Ongoing intensive care treatment periods;2020-08-09;0
Ongoing treatment periods at specialised medical care wards;2020-08-10;
Ongoing treatment periods primary health care wards;2020-08-10;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-10;4
Ongoing intensive care treatment periods;2020-08-10;1
Ongoing treatment periods at specialised medical care wards;2020-08-11;
Ongoing treatment periods primary health care wards;2020-08-11;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-11;4
Ongoing intensive care treatment periods;2020-08-11;1
Ongoing treatment periods at specialised medical care wards;2020-08-12;
Ongoing treatment periods primary health care wards;2020-08-12;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-12;6
Ongoing intensive care treatment periods;2020-08-12;1
Ongoing treatment periods at specialised medical care wards;2020-08-13;
Ongoing treatment periods primary health care wards;2020-08-13;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-13;6
Ongoing intensive care treatment periods;2020-08-13;1
Ongoing treatment periods at specialised medical care wards;2020-08-14;
Ongoing treatment periods primary health care wards;2020-08-14;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-14;6
Ongoing intensive care treatment periods;2020-08-14;0
Ongoing treatment periods at specialised medical care wards;2020-08-15;
Ongoing treatment periods primary health care wards;2020-08-15;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-15;6
Ongoing intensive care treatment periods;2020-08-15;0
Ongoing treatment periods at specialised medical care wards;2020-08-16;
Ongoing treatment periods primary health care wards;2020-08-16;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-16;6
Ongoing intensive care treatment periods;2020-08-16;0
Ongoing treatment periods at specialised medical care wards;2020-08-17;
Ongoing treatment periods primary health care wards;2020-08-17;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-17;5
Ongoing intensive care treatment periods;2020-08-17;0
Ongoing treatment periods at specialised medical care wards;2020-08-18;
Ongoing treatment periods primary health care wards;2020-08-18;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-18;5
Ongoing intensive care treatment periods;2020-08-18;0
Ongoing treatment periods at specialised medical care wards;2020-08-19;
Ongoing treatment periods primary health care wards;2020-08-19;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-19;8
Ongoing intensive care treatment periods;2020-08-19;0
Ongoing treatment periods at specialised medical care wards;2020-08-20;
Ongoing treatment periods primary health care wards;2020-08-20;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-20;8
Ongoing intensive care treatment periods;2020-08-20;0
Ongoing treatment periods at specialised medical care wards;2020-08-21;
Ongoing treatment periods primary health care wards;2020-08-21;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-21;11
Ongoing intensive care treatment periods;2020-08-21;0
Ongoing treatment periods at specialised medical care wards;2020-08-22;
Ongoing treatment periods primary health care wards;2020-08-22;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-22;11
Ongoing intensive care treatment periods;2020-08-22;0
Ongoing treatment periods at specialised medical care wards;2020-08-23;
Ongoing treatment periods primary health care wards;2020-08-23;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-23;11
Ongoing intensive care treatment periods;2020-08-23;0
Ongoing treatment periods at specialised medical care wards;2020-08-24;
Ongoing treatment periods primary health care wards;2020-08-24;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-24;10
Ongoing intensive care treatment periods;2020-08-24;1
Ongoing treatment periods at specialised medical care wards;2020-08-25;
Ongoing treatment periods primary health care wards;2020-08-25;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-25;11
Ongoing intensive care treatment periods;2020-08-25;1
Ongoing treatment periods at specialised medical care wards;2020-08-26;
Ongoing treatment periods primary health care wards;2020-08-26;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-26;4
Ongoing intensive care treatment periods;2020-08-26;1
Ongoing treatment periods at specialised medical care wards;2020-08-27;
Ongoing treatment periods primary health care wards;2020-08-27;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-27;4
Ongoing intensive care treatment periods;2020-08-27;1
Ongoing treatment periods at specialised medical care wards;2020-08-28;
Ongoing treatment periods primary health care wards;2020-08-28;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-28;10
Ongoing intensive care treatment periods;2020-08-28;1
Ongoing treatment periods at specialised medical care wards;2020-08-29;
Ongoing treatment periods primary health care wards;2020-08-29;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-29;10
Ongoing intensive care treatment periods;2020-08-29;1
Ongoing treatment periods at specialised medical care wards;2020-08-30;
Ongoing treatment periods primary health care wards;2020-08-30;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-30;10
Ongoing intensive care treatment periods;2020-08-30;1
Ongoing treatment periods at specialised medical care wards;2020-08-31;
Ongoing treatment periods primary health care wards;2020-08-31;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-08-31;9
Ongoing intensive care treatment periods;2020-08-31;1
Ongoing treatment periods at specialised medical care wards;2020-09-01;
Ongoing treatment periods primary health care wards;2020-09-01;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-01;9
Ongoing intensive care treatment periods;2020-09-01;1
Ongoing treatment periods at specialised medical care wards;2020-09-02;
Ongoing treatment periods primary health care wards;2020-09-02;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-02;7
Ongoing intensive care treatment periods;2020-09-02;2
Ongoing treatment periods at specialised medical care wards;2020-09-03;
Ongoing treatment periods primary health care wards;2020-09-03;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-03;7
Ongoing intensive care treatment periods;2020-09-03;2
Ongoing treatment periods at specialised medical care wards;2020-09-04;
Ongoing treatment periods primary health care wards;2020-09-04;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-04;13
Ongoing intensive care treatment periods;2020-09-04;1
Ongoing treatment periods at specialised medical care wards;2020-09-05;
Ongoing treatment periods primary health care wards;2020-09-05;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-05;13
Ongoing intensive care treatment periods;2020-09-05;1
Ongoing treatment periods at specialised medical care wards;2020-09-06;
Ongoing treatment periods primary health care wards;2020-09-06;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-06;13
Ongoing intensive care treatment periods;2020-09-06;1
Ongoing treatment periods at specialised medical care wards;2020-09-07;
Ongoing treatment periods primary health care wards;2020-09-07;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-07;15
Ongoing intensive care treatment periods;2020-09-07;1
Ongoing treatment periods at specialised medical care wards;2020-09-08;
Ongoing treatment periods primary health care wards;2020-09-08;
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2020-09-08;15
